o_code,d_code,o_name,d_name,year,item,weight
174,7,Portugal,Angola,2015,bran_of_barley,0.6
174,7,Portugal,Angola,2016,bran_of_barley,1.79
126,57,Lithuania,Belarus,2014,bran_of_barley,0.7
7,147,Angola,Namibia,2019,bran_of_barley,163.02
7,147,Angola,Namibia,2020,bran_of_barley,2.0
57,41,Belarus,"China, mainland",2009,bran_of_barley,12.0
57,41,Belarus,"China, mainland",2010,bran_of_barley,1401.0
57,41,Belarus,"China, mainland",2011,bran_of_barley,495.0
57,41,Belarus,"China, mainland",2012,bran_of_barley,727.0
57,41,Belarus,"China, mainland",2013,bran_of_barley,1318.0
113,108,Kyrgyzstan,Kazakhstan,2018,bran_of_barley,5.25
113,108,Kyrgyzstan,Kazakhstan,2019,bran_of_barley,1.4
58,44,Ecuador,Colombia,1999,bran_of_barley,200.0
58,44,Ecuador,Colombia,2000,bran_of_barley,489.0
58,44,Ecuador,Colombia,2001,bran_of_barley,39.0
28,216,Myanmar,Thailand,2020,bran_of_barley,2989.0
28,216,Myanmar,Thailand,2021,bran_of_barley,269.5
229,11,United Kingdom of Great Britain and Northern Ireland,Austria,2020,bran_of_barley,0.6
126,33,Lithuania,Canada,2000,bran_of_barley,99.0
126,33,Lithuania,Canada,2002,bran_of_barley,184.0
126,33,Lithuania,Canada,2003,bran_of_barley,196.0
126,33,Lithuania,Canada,2004,bran_of_barley,46.0
126,33,Lithuania,Canada,2005,bran_of_barley,261.0
126,33,Lithuania,Canada,2006,bran_of_barley,221.0
126,96,Lithuania,"China, Hong Kong SAR",2020,bran_of_barley,0.01
113,185,Kyrgyzstan,Russian Federation,2020,bran_of_barley,100.0
126,41,Lithuania,"China, mainland",2009,bran_of_barley,81.0
126,41,Lithuania,"China, mainland",2016,bran_of_barley,69.91
126,41,Lithuania,"China, mainland",2018,bran_of_barley,392.24
126,41,Lithuania,"China, mainland",2019,bran_of_barley,414.3
126,41,Lithuania,"China, mainland",2020,bran_of_barley,216.2
126,41,Lithuania,"China, mainland",2021,bran_of_barley,823.6
126,41,Lithuania,"China, mainland",2023,bran_of_barley,105.18
183,27,Romania,Bulgaria,2021,bran_of_barley,85.18
183,27,Romania,Bulgaria,2022,bran_of_barley,188.62
183,27,Romania,Bulgaria,2023,bran_of_barley,76.46
126,98,Lithuania,Croatia,2017,bran_of_barley,0.6
150,11,Netherlands (Kingdom of the),Austria,2015,bran_of_barley,0.7
150,11,Netherlands (Kingdom of the),Austria,2016,bran_of_barley,1.66
150,11,Netherlands (Kingdom of the),Austria,2017,bran_of_barley,0.13
150,11,Netherlands (Kingdom of the),Austria,2021,bran_of_barley,0.02
150,11,Netherlands (Kingdom of the),Austria,2022,bran_of_barley,4.82
150,11,Netherlands (Kingdom of the),Austria,2023,bran_of_barley,20.45
27,98,Bulgaria,Croatia,2021,bran_of_barley,36.86
27,98,Bulgaria,Croatia,2022,bran_of_barley,255.1
27,98,Bulgaria,Croatia,2023,bran_of_barley,685.74
199,167,Slovakia,Czechia,1994,bran_of_barley,882.0
126,54,Lithuania,Denmark,2006,bran_of_barley,51.0
222,106,Tunisia,Italy,2015,bran_of_barley,0.15
27,167,Bulgaria,Czechia,2015,bran_of_barley,15.8
27,167,Bulgaria,Czechia,2016,bran_of_barley,50.22
27,167,Bulgaria,Czechia,2017,bran_of_barley,54.62
27,167,Bulgaria,Czechia,2018,bran_of_barley,221.2
27,167,Bulgaria,Czechia,2019,bran_of_barley,53.81
27,167,Bulgaria,Czechia,2020,bran_of_barley,32.6
27,167,Bulgaria,Czechia,2021,bran_of_barley,33.66
27,167,Bulgaria,Czechia,2022,bran_of_barley,57.58
27,167,Bulgaria,Czechia,2023,bran_of_barley,74.72
126,63,Lithuania,Estonia,1997,bran_of_barley,5.0
126,63,Lithuania,Estonia,2004,bran_of_barley,13.0
126,63,Lithuania,Estonia,2005,bran_of_barley,6.0
126,63,Lithuania,Estonia,2006,bran_of_barley,14.0
126,63,Lithuania,Estonia,2007,bran_of_barley,21.0
126,63,Lithuania,Estonia,2008,bran_of_barley,7.0
126,63,Lithuania,Estonia,2009,bran_of_barley,224.0
126,63,Lithuania,Estonia,2014,bran_of_barley,207.9
126,63,Lithuania,Estonia,2015,bran_of_barley,251.3
126,63,Lithuania,Estonia,2016,bran_of_barley,80.99
126,63,Lithuania,Estonia,2017,bran_of_barley,135.11
126,63,Lithuania,Estonia,2018,bran_of_barley,236.8
126,63,Lithuania,Estonia,2019,bran_of_barley,0.48
