o_code,d_code,o_name,d_name,year,item,weight
202,4,South Africa,Algeria,2023,other_sugar_crops_nec,0.01
12,33,Bahamas,Canada,2014,other_sugar_crops_nec,0.07
28,41,Myanmar,"China, mainland",2016,other_sugar_crops_nec,193.56
28,41,Myanmar,"China, mainland",2019,other_sugar_crops_nec,49.2
28,41,Myanmar,"China, mainland",2020,other_sugar_crops_nec,60.2
28,41,Myanmar,"China, mainland",2021,other_sugar_crops_nec,53.61
28,41,Myanmar,"China, mainland",2022,other_sugar_crops_nec,476.06
28,41,Myanmar,"China, mainland",2023,other_sugar_crops_nec,368.44
98,10,Croatia,Australia,2012,other_sugar_crops_nec,1.0
98,10,Croatia,Australia,2013,other_sugar_crops_nec,1.0
170,10,Peru,Australia,2012,other_sugar_crops_nec,3.0
170,10,Peru,Australia,2013,other_sugar_crops_nec,1.0
202,7,South Africa,Angola,2020,other_sugar_crops_nec,1.97
202,7,South Africa,Angola,2021,other_sugar_crops_nec,2.02
202,7,South Africa,Angola,2022,other_sugar_crops_nec,2.11
202,7,South Africa,Angola,2023,other_sugar_crops_nec,2.13
66,10,Fiji,Australia,2012,other_sugar_crops_nec,7.0
118,13,Kuwait,Bahrain,2019,other_sugar_crops_nec,0.09
118,13,Kuwait,Bahrain,2022,other_sugar_crops_nec,0.08
58,21,Ecuador,Brazil,2016,other_sugar_crops_nec,512.72
58,21,Ecuador,Brazil,2017,other_sugar_crops_nec,673.79
58,21,Ecuador,Brazil,2018,other_sugar_crops_nec,50.77
184,250,Rwanda,Democratic Republic of the Congo,2017,other_sugar_crops_nec,1.0
202,9,South Africa,Argentina,2021,other_sugar_crops_nec,4.5
98,11,Croatia,Austria,2021,other_sugar_crops_nec,0.01
28,110,Myanmar,Japan,2020,other_sugar_crops_nec,15.52
28,110,Myanmar,Japan,2021,other_sugar_crops_nec,1.33
28,110,Myanmar,Japan,2022,other_sugar_crops_nec,7.48
28,110,Myanmar,Japan,2023,other_sugar_crops_nec,0.84
66,33,Fiji,Canada,2012,other_sugar_crops_nec,4.0
58,40,Ecuador,Chile,2021,other_sugar_crops_nec,0.25
